incident_id,offense_code_encoded,offense_category_name_encoded,crime_against_encoded,agency_name_encoded,ct_flag_encoded,ARREST,incident_hour
170405476,23,15,1,2,1,0,20.0
170405478,10,2,0,2,0,1,1.0
170405479,47,23,2,2,0,0,1.0
170405480,47,23,2,2,0,0,1.0
170405481,20,14,1,2,1,0,0.0
170405482,10,2,0,2,0,0,22.0
170405483,35,7,2,2,0,0,1.0
170405487,47,23,2,2,0,0,2.0
170405489,14,4,1,2,1,0,5.0
170405490,34,6,1,2,0,0,18.0
170405492,14,4,1,2,1,0,0.0
170405493,22,14,1,2,1,0,7.0
170405494,34,6,1,2,0,0,20.0
170405495,20,14,1,2,1,0,7.0
170405499,14,4,1,2,1,0,20.0
170405500,22,14,1,2,1,0,17.0
170405502,23,15,1,2,1,0,13.0
170405503,10,2,0,2,0,0,9.0
170405505,14,4,1,2,1,0,9.0
170405507,34,6,1,2,0,0,9.0
170405511,23,15,1,2,1,0,18.0
170405512,34,6,1,2,0,0,23.0
170405513,21,14,1,2,0,0,0.0
170405515,22,14,1,2,1,0,6.0
170405516,14,4,1,2,1,0,9.0
170405517,30,10,1,2,1,0,12.0
170405524,23,15,1,2,1,0,17.0
170405525,14,4,1,2,1,0,13.0
170405526,14,4,1,2,1,0,13.0
170405529,14,4,1,2,1,0,16.0
170405533,20,14,1,2,1,0,22.0
170405536,21,14,1,2,0,0,12.0
170405537,30,10,1,2,1,0,16.0
170405541,20,14,1,2,1,0,21.0
170405542,18,14,1,2,1,0,13.0
170405543,14,4,1,2,1,0,15.0
170405544,9,2,0,2,0,0,17.0
170405545,23,15,1,2,1,0,12.0
170405548,47,23,2,2,0,0,19.0
170405549,20,14,1,2,1,0,20.0
170405550,22,14,1,2,1,0,12.0
170405552,9,2,0,2,0,0,20.0
170405553,23,15,1,2,1,0,12.0
170405554,14,4,1,2,1,0,21.0
170405556,10,2,0,2,0,1,18.0
170405557,47,23,2,2,0,0,21.0
170405558,10,2,0,2,0,0,14.0
170405559,25,10,1,2,1,0,17.0
170405561,9,2,0,2,0,0,22.0
170405562,10,2,0,2,0,1,22.0
170405563,10,2,0,2,0,0,23.0
170405564,22,14,1,2,1,0,0.0
170405565,9,2,0,2,0,1,20.0
170405567,14,4,1,2,1,0,0.0
170405569,47,23,2,2,0,0,1.0
170405570,10,2,0,2,0,1,1.0
170405573,14,4,1,2,1,0,3.0
170405575,18,14,1,2,1,0,3.0
170405576,47,23,2,2,0,0,23.0
170405577,47,23,2,2,0,0,22.0
170405578,47,23,2,2,0,0,1.0
170405583,23,15,1,2,1,0,13.0
170405585,21,14,1,2,0,0,9.0
170405586,25,10,1,2,1,0,12.0
170405587,22,14,1,2,1,0,19.0
170405588,9,2,0,2,0,0,8.0
170405590,30,10,1,2,1,0,0.0
170405591,23,15,1,2,1,0,0.0
170405592,20,14,1,2,1,0,19.0
170405593,20,14,1,2,1,0,18.0
170405595,30,10,1,2,1,0,11.0
170405598,35,7,2,2,0,0,13.0
170405599,23,15,1,2,1,0,22.0
170405601,23,15,1,2,1,0,7.0
170405602,30,10,1,2,1,0,12.0
170405604,18,14,1,2,1,0,22.0
170405605,9,2,0,2,0,0,13.0
170405608,20,14,1,2,1,0,12.0
170405610,14,4,1,2,1,0,15.0
170405612,10,2,0,2,0,0,15.0
170405613,7,21,0,2,0,0,16.0
170405614,23,15,1,2,1,0,13.0
170405615,21,14,1,2,0,0,12.0
170405616,10,2,0,2,0,0,16.0
170405617,20,14,1,2,1,0,16.0
170405619,21,14,1,2,0,0,12.0
170405620,20,14,1,2,1,0,15.0
170405622,47,23,2,2,0,0,16.0
170405624,10,2,0,2,0,0,14.0
170405625,23,15,1,2,1,0,7.0
170405626,23,15,1,2,1,0,7.0
170405627,23,15,1,2,1,0,12.0
170405628,10,2,0,2,0,1,17.0
170405630,10,2,0,2,0,0,16.0
170405632,10,2,0,2,0,1,17.0
170405633,20,14,1,2,1,0,17.0
170405634,8,19,1,2,1,0,20.0
170405635,47,23,2,2,0,0,20.0
170405636,14,4,1,2,1,0,19.0
170405639,14,4,1,2,1,0,21.0
170405640,10,2,0,2,0,1,20.0
170405641,23,15,1,2,1,0,19.0
170405642,47,23,2,2,0,0,20.0
170405643,47,23,2,2,0,0,21.0
170405644,47,23,2,2,0,0,22.0
170405645,20,14,1,2,1,0,19.0
170405648,47,23,2,2,0,0,23.0
170405650,47,23,2,2,0,0,23.0
170405652,20,14,1,2,1,0,20.0
170405654,47,23,2,2,0,0,1.0
170405655,47,23,2,2,0,0,1.0
170405658,8,19,1,2,1,0,2.0
170405659,47,23,2,2,0,0,3.0
170405660,47,23,2,2,0,0,1.0
170405661,34,6,1,2,0,0,0.0
170405663,9,2,0,2,0,0,4.0
170405664,47,23,2,2,0,0,4.0
170405666,47,23,2,2,0,0,4.0
170405668,9,2,0,2,0,0,5.0
170405669,47,23,2,2,0,0,0.0
170405670,47,23,2,2,0,0,6.0
170405671,47,23,2,2,0,0,0.0
170405672,47,23,2,2,0,0,6.0
170405673,47,23,2,2,0,0,2.0
170405674,47,23,2,2,0,0,6.0
170405675,23,15,1,2,1,0,12.0
170405676,10,2,0,2,0,1,7.0
170405677,18,14,1,2,1,0,2.0
170405678,21,14,1,2,0,0,20.0
170405680,10,2,0,2,0,1,8.0
170405681,23,15,1,2,1,0,21.0
170405682,23,15,1,2,1,0,23.0
170405683,10,2,0,2,0,0,8.0
170405684,23,15,1,2,1,0,23.0
170405685,18,14,1,2,1,0,0.0
170405686,14,4,1,2,1,0,12.0
170405687,24,5,1,2,0,0,14.0
170405688,34,6,1,2,0,0,7.0
170405690,21,14,1,2,0,0,11.0
170405692,34,6,1,2,0,0,12.0
170405693,23,15,1,2,1,0,22.0
170405694,9,2,0,2,0,0,11.0
170405695,23,15,1,2,1,0,3.0
170405696,21,14,1,2,0,0,13.0
170405698,9,2,0,2,0,0,13.0
170405700,14,4,1,2,1,0,10.0
170405701,14,4,1,2,1,0,12.0
170405702,9,2,0,2,0,0,14.0
170405703,10,2,0,2,0,1,12.0
170405704,10,2,0,2,0,1,13.0
170405706,10,2,0,2,0,0,12.0
170405707,34,6,1,2,0,0,20.0
170405709,21,14,1,2,0,0,12.0
170405710,22,14,1,2,1,0,10.0
170405711,9,2,0,2,0,0,14.0
170405712,10,2,0,2,0,1,14.0
170405713,10,2,0,2,0,0,14.0
170405714,18,14,1,2,1,0,9.0
170405716,20,14,1,2,1,0,18.0
170405718,22,14,1,2,1,0,0.0
170405719,9,2,0,2,0,1,15.0
170405720,10,2,0,2,0,1,15.0
170405723,20,14,1,2,1,0,14.0
170405727,7,21,0,2,0,0,16.0
170405729,10,2,0,2,0,1,16.0
170405730,17,14,1,2,0,0,16.0
170405732,5,21,0,2,0,0,16.0
170405736,22,14,1,2,1,0,17.0
170405737,30,10,1,2,1,0,16.0
170405738,21,14,1,2,0,0,18.0
170405739,10,2,0,2,0,1,18.0
170405741,10,2,0,2,0,0,19.0
170405743,10,2,0,2,0,0,20.0
170405744,47,23,2,2,0,0,19.0
170405745,34,6,1,2,0,0,19.0
170405746,9,2,0,2,0,0,19.0
170405747,23,15,1,2,1,0,18.0
170405753,9,2,0,2,0,0,21.0
170405754,11,2,0,2,0,0,16.0
170405755,47,23,2,2,0,0,21.0
170405756,10,2,0,2,0,1,19.0
170405757,10,2,0,2,0,1,21.0
170405758,9,2,0,2,0,0,18.0
170405759,47,23,2,2,0,0,20.0
170405762,10,2,0,2,0,0,22.0
170405763,47,23,2,2,0,0,22.0
170405769,9,2,0,2,0,0,1.0
170405770,47,23,2,2,0,0,23.0
170405771,10,2,0,2,0,1,23.0
170405772,47,23,2,2,0,0,1.0
170405774,32,8,1,2,1,0,21.0
170405776,10,2,0,2,0,0,2.0
170405777,47,23,2,2,0,0,3.0
170405778,4,21,0,2,0,0,3.0
170405779,14,4,1,2,1,0,3.0
170405780,47,23,2,2,0,0,0.0
170405782,47,23,2,2,0,0,2.0
170405783,34,6,1,2,0,1,1.0
170405787,47,23,2,2,0,0,3.0
170405788,10,2,0,2,0,1,4.0
170405789,34,6,1,2,0,0,5.0
170405791,47,23,2,2,0,0,23.0
170405793,11,2,0,2,0,0,0.0
170405795,47,23,2,2,0,0,3.0
170405796,24,5,1,2,0,0,18.0
170405797,47,23,2,2,0,0,3.0
170405799,47,23,2,2,0,0,0.0
170405800,47,23,2,2,0,0,23.0
170405801,47,23,2,2,0,0,6.0
170405802,25,10,1,2,1,0,19.0
170405803,47,23,2,2,0,0,23.0
170405804,22,14,1,2,1,0,21.0
170405805,10,2,0,2,0,1,7.0
170405806,21,14,1,2,0,0,17.0
170405807,14,4,1,2,1,0,6.0
170405808,23,15,1,2,1,0,1.0
170405809,23,15,1,2,1,0,20.0
170405810,23,15,1,2,1,0,22.0
170405811,23,15,1,2,1,0,21.0
170405813,11,2,0,2,0,1,11.0
170405814,10,2,0,2,0,1,11.0
170405815,23,15,1,2,1,0,3.0
170405816,23,15,1,2,1,0,21.0
170405817,26,10,1,2,1,0,2.0
170405818,21,14,1,2,0,0,13.0
170405820,34,6,1,2,0,0,13.0
170405821,10,2,0,2,0,1,15.0
170405822,20,14,1,2,1,0,21.0
170405823,10,2,0,2,0,1,12.0
170405824,14,4,1,2,1,0,11.0
170405825,34,6,1,2,0,0,17.0
170405827,9,2,0,2,0,1,13.0
170405828,10,2,0,2,0,1,14.0
170405831,9,2,0,2,0,1,15.0
170405836,8,19,1,2,1,0,16.0
170405838,9,2,0,2,0,0,16.0
170405839,10,2,0,2,0,1,16.0
170405840,22,14,1,2,1,0,17.0
170405841,10,2,0,2,0,0,18.0
170405842,9,2,0,2,0,0,8.0
170405845,9,2,0,2,0,0,19.0
170405846,23,15,1,2,1,0,16.0
170405848,47,23,2,2,0,1,19.0
170405849,47,23,2,2,0,0,19.0
170405850,22,14,1,2,1,0,20.0
170405854,47,23,2,2,0,0,21.0
170405855,4,21,0,2,0,0,22.0
170405856,9,2,0,2,0,0,22.0
170405857,34,6,1,2,0,0,18.0
170405858,14,4,1,2,1,1,22.0
170405859,10,2,0,2,0,1,22.0
170405862,47,23,2,2,0,0,23.0
170405863,10,2,0,2,0,0,1.0
170405864,10,2,0,2,0,1,0.0
170405865,47,23,2,2,0,0,1.0
170405868,10,2,0,2,0,1,3.0
170405871,47,23,2,2,0,0,3.0
170405872,20,14,1,2,1,0,4.0
170405873,23,15,1,2,1,0,3.0
170405874,47,23,2,2,0,0,2.0
170405876,23,15,1,2,1,0,3.0
170405878,23,15,1,2,1,0,0.0
170405879,20,14,1,2,1,0,12.0
170405880,23,15,1,2,1,0,10.0
170405882,23,15,1,2,1,0,12.0
170405883,10,2,0,2,0,0,8.0
170405884,34,6,1,2,0,0,21.0
170405885,23,15,1,2,1,0,0.0
170405886,34,6,1,2,0,0,22.0
170405887,18,14,1,2,1,0,1.0
170405888,9,2,0,2,0,0,9.0
170405890,34,6,1,2,0,0,17.0
170405893,23,15,1,2,1,0,3.0
170405894,10,2,0,2,0,1,9.0
170405896,9,2,0,2,0,1,10.0
170405897,20,14,1,2,1,0,10.0
170405898,34,6,1,2,0,0,5.0
170405899,26,10,1,2,1,0,8.0
170405901,23,15,1,2,1,0,10.0
170405902,21,14,1,2,0,0,11.0
170405906,9,2,0,2,0,0,22.0
170405907,10,2,0,2,0,1,10.0
170405908,10,2,0,2,0,1,11.0
170405909,10,2,0,2,0,1,19.0
170405910,23,15,1,2,1,0,9.0
170405912,25,10,1,2,1,0,12.0
170405913,9,2,0,2,0,0,10.0
170405914,23,15,1,2,1,0,22.0
170405916,47,23,2,2,0,0,13.0
170405917,11,2,0,2,0,1,13.0
170405918,23,15,1,2,1,0,23.0
170405924,32,8,1,2,1,0,20.0
170405925,23,15,1,2,1,0,14.0
170405926,10,2,0,2,0,0,13.0
170405934,10,2,0,2,0,1,13.0
170405936,9,2,0,2,0,0,14.0
170405937,14,4,1,2,1,0,0.0
170405938,10,2,0,2,0,0,18.0
170405939,10,2,0,2,0,0,16.0
170405940,23,15,1,2,1,0,7.0
170405943,34,6,1,2,0,1,17.0
170405944,30,10,1,2,1,0,12.0
170405945,18,14,1,2,1,0,18.0
170405946,25,10,1,2,1,0,12.0
170405947,21,14,1,2,0,0,0.0
170405948,23,15,1,2,1,0,10.0
170405949,10,2,0,2,0,1,19.0
170405950,10,2,0,2,0,1,18.0
170405951,10,2,0,2,0,0,17.0
170405953,30,10,1,2,1,0,15.0
170405955,23,15,1,2,1,0,15.0
170405956,10,2,0,2,0,1,20.0
170405957,10,2,0,2,0,1,21.0
170405958,47,23,2,2,0,0,21.0
170405959,10,2,0,2,0,1,16.0
170405961,10,2,0,2,0,0,21.0
170405962,23,15,1,2,1,0,23.0
170405963,34,6,1,2,0,1,0.0
170405964,10,2,0,2,0,1,1.0
170405966,47,23,2,2,0,0,1.0
170405967,10,2,0,2,0,1,1.0
170405968,34,6,1,2,0,0,3.0
170405969,34,6,1,2,0,0,4.0
170405971,47,23,2,2,0,0,5.0
170405972,9,2,0,2,0,0,5.0
170405973,47,23,2,2,0,0,6.0
170405974,47,23,2,2,0,0,23.0
170405975,47,23,2,2,0,0,2.0
170405976,21,14,1,2,0,0,7.0
170405977,23,15,1,2,1,0,19.0
170405978,47,23,2,2,0,0,0.0
170405979,23,15,1,2,1,0,20.0
170405982,23,15,1,2,1,0,19.0
170405983,47,23,2,2,0,1,8.0
170405984,14,4,1,2,1,0,5.0
170405985,10,2,0,2,0,1,7.0
170405988,47,23,2,2,0,0,8.0
170405991,21,14,1,2,0,0,0.0
170405993,34,6,1,2,0,0,0.0
170405994,23,15,1,2,1,0,20.0
170405995,34,6,1,2,0,0,2.0
170405996,25,10,1,2,1,0,0.0
170405997,10,2,0,2,0,0,8.0
170405998,18,14,1,2,1,0,16.0
170406000,34,6,1,2,0,0,8.0
170406002,23,15,1,2,1,0,9.0
170406003,21,14,1,2,0,0,20.0
170406007,20,14,1,2,1,0,14.0
170406012,10,2,0,2,0,0,13.0
170406014,35,7,2,2,0,0,14.0
170406015,35,7,2,2,0,0,14.0
170406016,9,2,0,2,0,0,13.0
170406017,10,2,0,2,0,1,14.0
170406018,21,14,1,2,0,0,8.0
170406020,20,14,1,2,1,0,14.0
170406022,25,10,1,2,1,0,14.0
170406024,20,14,1,2,1,0,21.0
170406025,20,14,1,2,1,0,7.0
170406026,9,2,0,2,0,0,15.0
170406027,17,14,1,2,0,1,15.0
170406029,47,23,2,2,0,0,15.0
170406030,10,2,0,2,0,1,16.0
170406032,23,15,1,2,1,0,10.0
170406034,22,14,1,2,1,0,12.0
170406105,10,2,0,2,0,1,8.0
170406128,9,2,0,2,0,0,11.0
170406133,34,6,1,2,0,0,0.0
170406134,23,15,1,2,1,0,15.0
170406135,14,4,1,2,1,0,23.0
170406136,23,15,1,2,1,0,0.0
170406138,23,15,1,2,1,0,18.0
170406139,14,4,1,2,1,0,18.0
170406143,21,14,1,2,0,0,9.0
170406144,23,15,1,2,1,0,20.0
170406145,14,4,1,2,1,0,19.0
170406148,21,14,1,2,0,0,12.0
170406149,20,14,1,2,1,0,0.0
170406152,34,6,1,2,0,0,3.0
170406153,47,23,2,2,0,0,13.0
170406154,22,14,1,2,1,0,16.0
170406155,21,14,1,2,0,0,18.0
170406156,34,6,1,2,0,0,19.0
170406157,10,2,0,2,0,0,18.0
170406159,10,2,0,2,0,1,19.0
170406160,22,14,1,2,1,0,15.0
170406161,30,10,1,2,1,0,8.0
170406162,21,14,1,2,0,0,10.0
170406163,4,21,0,2,0,0,13.0
170406164,14,4,1,2,1,0,13.0
170406167,23,15,1,2,1,0,20.0
170406170,25,10,1,2,1,0,20.0
170406174,17,14,1,2,0,0,13.0
170406176,34,6,1,2,0,0,22.0
170406179,23,15,1,2,1,0,23.0
170406180,23,15,1,2,1,0,18.0
170406181,23,15,1,2,1,0,22.0
170406182,24,5,1,2,0,0,16.0
170406184,23,15,1,2,1,0,19.0
170406186,23,15,1,2,1,0,21.0
170406190,10,2,0,2,0,1,11.0
170406191,20,14,1,2,1,0,12.0
170406194,47,23,2,2,0,0,8.0
170406195,32,8,1,2,1,0,23.0
170406196,23,15,1,2,1,0,9.0
170406198,10,2,0,2,0,1,10.0
170406200,23,15,1,2,1,0,17.0
170406201,10,2,0,2,0,0,1.0
170406203,23,15,1,2,1,0,12.0
170406204,23,15,1,2,1,0,17.0
170406205,0,12,0,2,0,0,13.0
170406206,10,2,0,2,0,1,15.0
170406207,0,12,0,2,0,0,21.0
170406208,23,15,1,2,1,0,20.0
170406210,23,15,1,2,1,0,22.0
170406211,21,14,1,2,0,0,12.0
170406216,21,14,1,2,0,0,14.0
170406217,21,14,1,2,0,0,0.0
170406218,47,23,2,2,0,0,7.0
170406219,23,15,1,2,1,0,18.0
170406220,23,15,1,2,1,0,12.0
170406222,35,7,2,2,0,1,15.0
170406223,23,15,1,2,1,0,14.0
170406224,23,15,1,2,1,0,9.0
170406228,23,15,1,2,1,0,5.0
170406230,17,14,1,2,0,1,15.0
170406234,13,9,1,2,1,0,12.0
170406236,23,15,1,2,1,0,18.0
170406237,22,14,1,2,1,0,16.0
170406240,34,6,1,2,0,1,19.0
170406242,47,23,2,2,0,0,22.0
170406243,10,2,0,2,0,1,0.0
170406244,23,15,1,2,1,0,2.0
170406247,20,14,1,2,1,0,20.0
170406248,34,6,1,2,0,0,13.0
170406250,17,14,1,2,0,0,15.0
170406251,23,15,1,2,1,0,0.0
170406252,21,14,1,2,0,0,13.0
170406255,10,2,0,2,0,0,17.0
170406256,23,15,1,2,1,0,23.0
170406258,23,15,1,2,1,0,21.0
170406259,23,15,1,2,1,0,2.0
170406260,23,15,1,2,1,0,9.0
170406261,23,15,1,2,1,0,15.0
170406263,21,14,1,2,0,0,14.0
170406264,23,15,1,2,1,0,12.0
170406265,23,15,1,2,1,0,17.0
170406270,14,4,1,2,1,0,9.0
170406271,17,14,1,2,0,0,13.0
170406275,8,19,1,2,1,0,14.0
170406277,9,2,0,2,0,0,11.0
170406279,34,6,1,2,0,0,17.0
170406281,20,14,1,2,1,0,16.0
170406282,18,14,1,2,1,0,9.0
170406285,9,2,0,2,0,0,6.0
170406286,23,15,1,2,1,0,22.0
170406287,22,14,1,2,1,0,17.0
170406288,23,15,1,2,1,0,18.0
170406290,23,15,1,2,1,0,1.0
170406292,24,5,1,2,0,0,0.0
170406294,17,14,1,2,0,1,15.0
170406299,23,15,1,2,1,0,5.0
170406304,9,2,0,2,0,0,13.0
170406305,21,14,1,2,0,0,12.0
170406307,47,23,2,2,0,0,18.0
170406308,47,23,2,2,0,0,0.0
170406309,23,15,1,2,1,0,4.0
170406313,18,14,1,2,1,0,9.0
170406314,23,15,1,2,1,0,8.0
170406317,10,2,0,2,0,0,12.0
170406318,21,14,1,2,0,0,18.0
170406320,34,6,1,2,0,0,13.0
170406322,23,15,1,2,1,0,8.0
170406323,23,15,1,2,1,0,8.0
170406325,14,4,1,2,1,0,8.0
170406328,9,2,0,2,0,0,18.0
170406329,10,2,0,2,0,1,19.0
170406330,10,2,0,2,0,1,18.0
170406331,34,6,1,2,0,0,13.0
170406332,14,4,1,2,1,0,21.0
170406333,47,23,2,2,0,0,22.0
170406334,23,15,1,2,1,0,21.0
170406335,10,2,0,2,0,1,2.0
170406338,34,6,1,2,0,0,5.0
170406339,23,15,1,2,1,0,2.0
170406340,47,23,2,2,0,0,6.0
170406341,20,14,1,2,1,0,6.0
170406343,23,15,1,2,1,0,23.0
170406344,21,14,1,2,0,0,18.0
170406345,17,14,1,2,0,0,9.0
170406346,22,14,1,2,1,0,1.0
170406347,23,15,1,2,1,0,4.0
170406348,21,14,1,2,0,0,18.0
170406349,34,6,1,2,0,0,12.0
170406350,23,15,1,2,1,0,10.0
170406352,10,2,0,2,0,0,8.0
170406354,23,15,1,2,1,0,8.0
170406355,20,14,1,2,1,0,17.0
170406356,14,4,1,2,1,0,18.0
170406357,34,6,1,2,0,0,21.0
170406359,14,4,1,2,1,0,12.0
170406361,23,15,1,2,1,0,13.0
170406363,34,6,1,2,0,0,20.0
170406366,20,14,1,2,1,0,18.0
170406370,17,14,1,2,0,1,15.0
170406373,18,14,1,2,1,0,14.0
170406374,10,2,0,2,0,0,17.0
170406375,25,10,1,2,1,1,15.0
170406376,26,10,1,2,1,0,10.0
170406378,23,15,1,2,1,0,17.0
170406379,11,2,0,2,0,0,18.0
170406381,34,6,1,2,0,0,19.0
170406382,23,15,1,2,1,0,18.0
170406384,25,10,1,2,1,0,18.0
170406387,47,23,2,2,0,0,23.0
170406389,22,14,1,2,1,0,0.0
170406390,9,2,0,2,0,0,23.0
170406393,47,23,2,2,0,0,2.0
170406394,9,2,0,2,0,0,3.0
170406400,47,23,2,2,0,0,23.0
170406401,11,2,0,2,0,0,19.0
170406402,47,23,2,2,0,0,1.0
170406404,9,2,0,2,0,0,8.0
170406408,20,14,1,2,1,0,23.0
170406409,9,2,0,2,0,0,14.0
170406411,32,8,1,2,1,0,15.0
170406413,10,2,0,2,0,0,19.0
170406416,9,2,0,2,0,0,18.0
170406418,9,2,0,2,0,0,4.0
170406420,34,6,1,2,0,0,17.0
170406424,34,6,1,2,0,0,14.0
170406425,20,14,1,2,1,0,16.0
170406426,30,10,1,2,1,0,12.0
170406427,22,14,1,2,1,0,12.0
170406430,14,4,1,2,1,0,14.0
170406431,22,14,1,2,1,0,20.0
170406432,34,6,1,2,0,0,22.0
170406433,47,23,2,2,0,0,23.0
170406434,23,15,1,2,1,0,19.0
170406436,18,14,1,2,1,0,10.0
170406437,34,6,1,2,0,0,6.0
170406438,17,14,1,2,0,0,17.0
170406439,23,15,1,2,1,0,12.0
170406440,23,15,1,2,1,0,22.0
170406441,17,14,1,2,0,0,15.0
170406445,21,14,1,2,0,0,8.0
170406447,47,23,2,2,0,0,23.0
170406448,47,23,2,2,0,0,0.0
170406449,23,15,1,2,1,0,18.0
170406453,14,4,1,2,1,0,8.0
170406454,21,14,1,2,0,0,22.0
170406455,14,4,1,2,1,0,17.0
170406456,23,15,1,2,1,0,17.0
170406457,26,10,1,2,1,0,8.0
170406458,21,14,1,2,0,0,2.0
170406460,21,14,1,2,0,0,21.0
170406461,34,6,1,2,0,0,10.0
170406462,25,10,1,2,1,0,10.0
170406463,9,2,0,2,0,0,11.0
170406464,22,14,1,2,1,0,20.0
170406465,34,6,1,2,0,0,12.0
170406466,17,14,1,2,0,0,12.0
170406467,22,14,1,2,1,0,12.0
170406470,23,15,1,2,1,0,0.0
170406472,10,2,0,2,0,1,10.0
170406474,29,10,1,2,1,0,13.0
170406476,0,12,0,2,0,0,15.0
170406477,14,4,1,2,1,0,16.0
170406482,34,6,1,2,0,0,16.0
170406483,10,2,0,2,0,1,18.0
170406485,10,2,0,2,0,0,19.0
170406486,10,2,0,2,0,0,0.0
170406487,34,6,1,2,0,0,23.0
170406489,47,23,2,2,0,0,0.0
170406490,34,6,1,2,0,0,21.0
170406491,20,14,1,2,1,0,22.0
170406492,9,2,0,2,0,0,8.0
170406493,14,4,1,2,1,0,22.0
170406495,20,14,1,2,1,0,20.0
170406496,21,14,1,2,0,0,11.0
170406497,9,2,0,2,0,0,8.0
170406498,47,23,2,2,0,0,9.0
170406500,18,14,1,2,1,0,8.0
170406501,17,14,1,2,0,1,13.0
170406502,17,14,1,2,0,0,13.0
170406503,26,10,1,2,1,0,6.0
170406504,14,4,1,2,1,0,9.0
170406506,9,2,0,2,0,0,12.0
170406507,14,4,1,2,1,0,4.0
170406508,7,21,0,2,0,0,13.0
170406509,14,4,1,2,1,0,19.0
170406510,34,6,1,2,0,0,0.0
170406511,34,6,1,2,0,0,17.0
170406513,10,2,0,2,0,0,12.0
170406515,10,2,0,2,0,1,13.0
170406516,21,14,1,2,0,0,0.0
170406519,21,14,1,2,0,0,18.0
170406521,23,15,1,2,1,0,22.0
170406522,23,15,1,2,1,0,8.0
170406523,26,10,1,2,1,0,15.0
170406525,23,15,1,2,1,0,23.0
170406533,21,14,1,2,0,0,12.0
170406535,26,10,1,2,1,0,12.0
170406536,23,15,1,2,1,0,12.0
170406538,23,15,1,2,1,0,18.0
170406539,20,14,1,2,1,0,12.0
170406541,17,14,1,2,0,0,18.0
170406543,17,14,1,2,0,1,1.0
170406544,10,2,0,2,0,1,12.0
170406545,10,2,0,2,0,0,1.0
170406546,47,23,2,2,0,0,22.0
170406547,11,2,0,2,0,0,20.0
170406549,10,2,0,2,0,1,7.0
170406550,30,10,1,2,1,0,1.0
170406551,7,21,0,2,0,0,0.0
170406554,23,15,1,2,1,0,21.0
170406555,10,2,0,2,0,0,11.0
170406557,35,7,2,2,0,0,11.0
170406558,21,14,1,2,0,0,21.0
170406559,14,4,1,2,1,0,18.0
170406561,22,14,1,2,1,0,10.0
170406562,34,6,1,2,0,0,18.0
170406563,22,14,1,2,1,0,13.0
170406564,34,6,1,2,0,0,13.0
170406565,34,6,1,2,0,0,0.0
170406566,10,2,0,2,0,0,15.0
170406567,17,14,1,2,0,1,15.0
170406568,18,14,1,2,1,0,0.0
170406569,23,15,1,2,1,0,10.0
170406570,14,4,1,2,1,0,14.0
170406572,10,2,0,2,0,0,14.0
170406576,22,14,1,2,1,0,18.0
170406577,34,6,1,2,0,0,11.0
170406579,21,14,1,2,0,0,6.0
170406580,14,4,1,2,1,0,0.0
170406582,9,2,0,2,0,0,17.0
170406584,23,15,1,2,1,0,18.0
170406587,47,23,2,2,0,0,19.0
170406588,10,2,0,2,0,1,16.0
170406589,10,2,0,2,0,1,19.0
170406591,10,2,0,2,0,0,21.0
170406594,10,2,0,2,0,1,23.0
170406595,10,2,0,2,0,1,23.0
170406596,47,23,2,2,0,0,0.0
170406597,10,2,0,2,0,1,0.0
170406599,47,23,2,2,0,0,1.0
170406600,47,23,2,2,0,0,1.0
170406601,9,2,0,2,0,0,1.0
170406602,47,23,2,2,0,0,2.0
170406603,23,15,1,2,1,0,22.0
170406604,10,2,0,2,0,1,2.0
170406605,23,15,1,2,1,0,18.0
170406606,5,21,0,2,0,0,2.0
170406608,47,23,2,2,0,0,0.0
170406609,47,23,2,2,0,0,1.0
170406610,34,6,1,2,0,1,7.0
170406612,23,15,1,2,1,0,1.0
170406616,9,2,0,2,0,0,4.0
170406617,9,2,0,2,0,0,9.0
170406618,17,14,1,2,0,1,8.0
170406619,17,14,1,2,0,0,12.0
170406620,23,15,1,2,1,0,10.0
170406622,36,7,2,2,0,1,14.0
170406623,20,14,1,2,1,0,12.0
170406625,21,14,1,2,0,0,6.0
170406627,9,2,0,2,0,0,8.0
170406629,25,10,1,2,1,0,16.0
170406631,10,2,0,2,0,0,16.0
170406632,14,4,1,2,1,1,16.0
170406633,34,6,1,2,0,1,17.0
170406635,10,2,0,2,0,0,17.0
170406637,10,2,0,2,0,1,18.0
170406638,10,2,0,2,0,1,19.0
170406639,9,2,0,2,0,0,20.0
170406640,10,2,0,2,0,0,18.0
170406641,10,2,0,2,0,0,19.0
170406643,10,2,0,2,0,1,19.0
170406644,47,23,2,2,0,0,19.0
170406646,10,2,0,2,0,1,21.0
170406648,47,23,2,2,0,0,21.0
170406650,10,2,0,2,0,0,21.0
170406652,10,2,0,2,0,1,8.0
170406653,47,23,2,2,0,0,22.0
170406654,47,23,2,2,0,0,22.0
170406655,10,2,0,2,0,1,22.0
170406656,10,2,0,2,0,1,22.0
170406658,9,2,0,2,0,0,22.0
170406659,10,2,0,2,0,1,22.0
170406661,14,4,1,2,1,0,1.0
170406662,10,2,0,2,0,0,22.0
170406663,34,6,1,2,0,0,6.0
170406664,47,23,2,2,0,0,0.0
170406665,47,23,2,2,0,0,22.0
170406666,47,23,2,2,0,0,6.0
170406667,47,23,2,2,0,0,21.0
170406668,47,23,2,2,0,0,2.0
170406669,14,4,1,2,1,0,6.0
